function_name,code,language,lines_of_code,cyclomatic_complexity,token_count,num_ifs,num_returns,num_func_calls,ast_nodes,defect
java_func_749,"public int add(int a, int b) { return a + b; }",java,4,1,12,0,1,1,12,0
cpp_func_750,"int add(int a, int b) { return a + b; }",cpp,1,5,11,0,1,1,11,0
javascript_func_751,"function add(a, b) { return a + b; }",javascript,6,3,9,0,1,1,9,0
javascript_func_752,"function divide(a, b) { return a / b; }",javascript,6,2,9,0,1,1,9,1
java_func_753,"public int add(int a, int b) { return a + b; }",java,3,1,12,0,1,1,12,0
rust_func_754,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,6,5,12,0,0,1,12,0
cpp_func_755,"int divide(int a, int b) { return a / b; }",cpp,4,2,11,0,1,1,11,1
python_func_756,"def divide(a, b): return a / b",python,3,1,12,0,1,0,12,1
rust_func_757,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,1,1,12,0,0,1,12,0
go_func_758,"func divide(a int, b int) int { return a / b }",go,1,5,12,0,1,1,12,1
java_func_759,"public int add(int a, int b) { return a + b; }",java,1,2,12,0,1,1,12,0
javascript_func_760,"function add(a, b) { return a + b; }",javascript,2,3,9,0,1,1,9,0
python_func_761,"def divide(a, b): return a / b",python,1,2,12,0,1,0,12,1
javascript_func_762,"function divide(a, b) { return a / b; }",javascript,5,4,9,0,1,1,9,1
c_func_763,"int add(int a, int b) { return a + b; }",c,1,1,11,0,1,1,11,0
go_func_764,"func add(a int, b int) int { return a + b }",go,5,4,12,0,1,1,12,0
java_func_765,"public int add(int a, int b) { return a + b; }",java,6,3,12,0,1,1,12,0
python_func_766,"def add(a, b): return a + b",python,3,1,12,0,1,0,12,0
java_func_767,"public int add(int a, int b) { return a + b; }",java,2,2,12,0,1,1,12,0
javascript_func_768,"function divide(a, b) { return a / b; }",javascript,5,1,9,0,1,1,9,1
c_func_769,"int add(int a, int b) { return a + b; }",c,4,5,11,0,1,1,11,0
rust_func_770,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,5,5,12,0,0,1,12,1
rust_func_771,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,6,3,12,0,0,1,12,1
c_func_772,"int divide(int a, int b) { return a / b; }",c,2,4,11,0,1,1,11,1
java_func_773,"public int add(int a, int b) { return a + b; }",java,4,2,12,0,1,1,12,0
c_func_774,"int divide(int a, int b) { return a / b; }",c,3,4,11,0,1,1,11,1
rust_func_775,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,5,4,12,0,0,1,12,0
python_func_776,"def add(a, b): return a + b",python,2,1,12,0,1,0,12,0
javascript_func_777,"function divide(a, b) { return a / b; }",javascript,5,5,9,0,1,1,9,1
rust_func_778,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,5,4,12,0,0,1,12,1
c_func_779,"int add(int a, int b) { return a + b; }",c,4,5,11,0,1,1,11,0
cpp_func_780,"int add(int a, int b) { return a + b; }",cpp,4,5,11,0,1,1,11,0
rust_func_781,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,4,4,12,0,0,1,12,0
javascript_func_782,"function divide(a, b) { return a / b; }",javascript,3,3,9,0,1,1,9,1
javascript_func_783,"function divide(a, b) { return a / b; }",javascript,5,4,9,0,1,1,9,1
javascript_func_784,"function add(a, b) { return a + b; }",javascript,5,5,9,0,1,1,9,0
rust_func_785,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,5,2,12,0,0,1,12,0
python_func_786,"def add(a, b): return a + b",python,2,3,12,0,1,0,12,0
javascript_func_787,"function divide(a, b) { return a / b; }",javascript,5,3,9,0,1,1,9,1
go_func_788,"func divide(a int, b int) int { return a / b }",go,5,1,12,0,1,1,12,1
javascript_func_789,"function add(a, b) { return a + b; }",javascript,6,5,9,0,1,1,9,0
java_func_790,"public int divide(int a, int b) { return a / b; }",java,6,1,12,0,1,1,12,1
rust_func_791,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,1,3,12,0,0,1,12,1
javascript_func_792,"function add(a, b) { return a + b; }",javascript,2,1,9,0,1,1,9,0
go_func_793,"func divide(a int, b int) int { return a / b }",go,3,5,12,0,1,1,12,1
java_func_794,"public int divide(int a, int b) { return a / b; }",java,6,5,12,0,1,1,12,1
javascript_func_795,"function divide(a, b) { return a / b; }",javascript,6,2,9,0,1,1,9,1
cpp_func_796,"int divide(int a, int b) { return a / b; }",cpp,6,4,11,0,1,1,11,1
javascript_func_797,"function add(a, b) { return a + b; }",javascript,1,3,9,0,1,1,9,0
go_func_798,"func divide(a int, b int) int { return a / b }",go,4,3,12,0,1,1,12,1
javascript_func_799,"function add(a, b) { return a + b; }",javascript,2,4,9,0,1,1,9,0
python_func_800,def read_file(name): file = open(name); return file.read(),python,6,5,18,0,1,2,18,1
java_func_801,"public int add(int a, int b) { return a + b; }",java,6,3,12,0,1,1,12,0
cpp_func_802,"int divide(int a, int b) { return a / b; }",cpp,2,4,11,0,1,1,11,1
java_func_803,"public int add(int a, int b) { return a + b; }",java,1,3,12,0,1,1,12,0
c_func_804,"int add(int a, int b) { return a + b; }",c,6,3,11,0,1,1,11,0
go_func_805,"func add(a int, b int) int { return a + b }",go,1,1,12,0,1,1,12,0
c_func_806,"int add(int a, int b) { return a + b; }",c,1,5,11,0,1,1,11,0
go_func_807,"func add(a int, b int) int { return a + b }",go,3,2,12,0,1,1,12,0
cpp_func_808,"int add(int a, int b) { return a + b; }",cpp,6,2,11,0,1,1,11,0
go_func_809,"func add(a int, b int) int { return a + b }",go,2,3,12,0,1,1,12,0
go_func_810,"func divide(a int, b int) int { return a / b }",go,3,5,12,0,1,1,12,1
rust_func_811,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,6,3,12,0,0,1,12,0
go_func_812,"func divide(a int, b int) int { return a / b }",go,2,1,12,0,1,1,12,1
javascript_func_813,"function add(a, b) { return a + b; }",javascript,5,1,9,0,1,1,9,0
cpp_func_814,"int divide(int a, int b) { return a / b; }",cpp,2,4,11,0,1,1,11,1
cpp_func_815,"int add(int a, int b) { return a + b; }",cpp,3,1,11,0,1,1,11,0
java_func_816,"public int divide(int a, int b) { return a / b; }",java,1,2,12,0,1,1,12,1
python_func_817,def read_file(name): file = open(name); return file.read(),python,1,3,18,0,1,2,18,1
java_func_818,"public int divide(int a, int b) { return a / b; }",java,3,1,12,0,1,1,12,1
go_func_819,"func add(a int, b int) int { return a + b }",go,4,2,12,0,1,1,12,0
java_func_820,"public int add(int a, int b) { return a + b; }",java,3,2,12,0,1,1,12,0
rust_func_821,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,1,5,12,0,0,1,12,1
go_func_822,"func divide(a int, b int) int { return a / b }",go,3,1,12,0,1,1,12,1
python_func_823,"def add(a, b): return a + b",python,3,5,12,0,1,0,12,0
python_func_824,def read_file(name): file = open(name); return file.read(),python,6,2,18,0,1,2,18,1
rust_func_825,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,6,4,12,0,0,1,12,0
java_func_826,"public int divide(int a, int b) { return a / b; }",java,3,4,12,0,1,1,12,1
javascript_func_827,"function divide(a, b) { return a / b; }",javascript,4,1,9,0,1,1,9,1
cpp_func_828,"int divide(int a, int b) { return a / b; }",cpp,5,3,11,0,1,1,11,1
c_func_829,"int divide(int a, int b) { return a / b; }",c,4,3,11,0,1,1,11,1
java_func_830,"public int divide(int a, int b) { return a / b; }",java,5,1,12,0,1,1,12,1
go_func_831,"func divide(a int, b int) int { return a / b }",go,5,5,12,0,1,1,12,1
python_func_832,"def add(a, b): return a + b",python,4,5,12,0,1,0,12,0
java_func_833,"public int divide(int a, int b) { return a / b; }",java,5,2,12,0,1,1,12,1
python_func_834,"def divide(a, b): return a / b",python,1,3,12,0,1,0,12,1
cpp_func_835,"int divide(int a, int b) { return a / b; }",cpp,3,3,11,0,1,1,11,1
rust_func_836,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,6,5,12,0,0,1,12,0
c_func_837,"int add(int a, int b) { return a + b; }",c,6,5,11,0,1,1,11,0
python_func_838,"def add(a, b): return a + b",python,6,4,12,0,1,0,12,0
cpp_func_839,"int add(int a, int b) { return a + b; }",cpp,4,2,11,0,1,1,11,0
cpp_func_840,"int divide(int a, int b) { return a / b; }",cpp,1,3,11,0,1,1,11,1
python_func_841,"def divide(a, b): return a / b",python,6,1,12,0,1,0,12,1
go_func_842,"func add(a int, b int) int { return a + b }",go,1,2,12,0,1,1,12,0
go_func_843,"func add(a int, b int) int { return a + b }",go,5,3,12,0,1,1,12,0
python_func_844,"def divide(a, b): return a / b",python,4,2,12,0,1,0,12,1
javascript_func_845,"function divide(a, b) { return a / b; }",javascript,5,1,9,0,1,1,9,1
rust_func_846,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,1,2,12,0,0,1,12,0
java_func_847,"public int add(int a, int b) { return a + b; }",java,5,2,12,0,1,1,12,0
go_func_848,"func divide(a int, b int) int { return a / b }",go,6,4,12,0,1,1,12,1
java_func_849,"public int add(int a, int b) { return a + b; }",java,1,3,12,0,1,1,12,0
javascript_func_850,"function divide(a, b) { return a / b; }",javascript,5,3,9,0,1,1,9,1
go_func_851,"func add(a int, b int) int { return a + b }",go,5,5,12,0,1,1,12,0
javascript_func_852,"function divide(a, b) { return a / b; }",javascript,5,5,9,0,1,1,9,1
javascript_func_853,"function add(a, b) { return a + b; }",javascript,2,2,9,0,1,1,9,0
python_func_854,def read_file(name): file = open(name); return file.read(),python,2,5,18,0,1,2,18,1
rust_func_855,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,6,2,12,0,0,1,12,1
c_func_856,"int add(int a, int b) { return a + b; }",c,3,3,11,0,1,1,11,0
rust_func_857,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,4,4,12,0,0,1,12,1
c_func_858,"int divide(int a, int b) { return a / b; }",c,5,1,11,0,1,1,11,1
python_func_859,"def add(a, b): return a + b",python,6,1,12,0,1,0,12,0
python_func_860,def read_file(name): file = open(name); return file.read(),python,2,5,18,0,1,2,18,1
python_func_861,"def add(a, b): return a + b",python,3,1,12,0,1,0,12,0
cpp_func_862,"int divide(int a, int b) { return a / b; }",cpp,2,5,11,0,1,1,11,1
javascript_func_863,"function add(a, b) { return a + b; }",javascript,5,1,9,0,1,1,9,0
c_func_864,"int divide(int a, int b) { return a / b; }",c,4,2,11,0,1,1,11,1
rust_func_865,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,1,3,12,0,0,1,12,1
java_func_866,"public int divide(int a, int b) { return a / b; }",java,4,1,12,0,1,1,12,1
cpp_func_867,"int divide(int a, int b) { return a / b; }",cpp,4,2,11,0,1,1,11,1
rust_func_868,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,3,2,12,0,0,1,12,1
python_func_869,"def divide(a, b): return a / b",python,3,2,12,0,1,0,12,1
python_func_870,"def add(a, b): return a + b",python,2,3,12,0,1,0,12,0
javascript_func_871,"function add(a, b) { return a + b; }",javascript,3,2,9,0,1,1,9,0
c_func_872,"int add(int a, int b) { return a + b; }",c,1,2,11,0,1,1,11,0
java_func_873,"public int divide(int a, int b) { return a / b; }",java,5,3,12,0,1,1,12,1
rust_func_874,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,2,1,12,0,0,1,12,1
javascript_func_875,"function divide(a, b) { return a / b; }",javascript,1,4,9,0,1,1,9,1
python_func_876,def read_file(name): file = open(name); return file.read(),python,6,5,18,0,1,2,18,1
go_func_877,"func add(a int, b int) int { return a + b }",go,1,3,12,0,1,1,12,0
go_func_878,"func add(a int, b int) int { return a + b }",go,2,3,12,0,1,1,12,0
java_func_879,"public int divide(int a, int b) { return a / b; }",java,2,1,12,0,1,1,12,1
c_func_880,"int add(int a, int b) { return a + b; }",c,2,5,11,0,1,1,11,0
c_func_881,"int divide(int a, int b) { return a / b; }",c,1,5,11,0,1,1,11,1
c_func_882,"int divide(int a, int b) { return a / b; }",c,1,2,11,0,1,1,11,1
go_func_883,"func divide(a int, b int) int { return a / b }",go,5,1,12,0,1,1,12,1
cpp_func_884,"int add(int a, int b) { return a + b; }",cpp,5,5,11,0,1,1,11,0
go_func_885,"func divide(a int, b int) int { return a / b }",go,4,2,12,0,1,1,12,1
rust_func_886,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,2,2,12,0,0,1,12,0
c_func_887,"int divide(int a, int b) { return a / b; }",c,4,3,11,0,1,1,11,1
cpp_func_888,"int divide(int a, int b) { return a / b; }",cpp,2,1,11,0,1,1,11,1
cpp_func_889,"int divide(int a, int b) { return a / b; }",cpp,1,4,11,0,1,1,11,1
rust_func_890,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,3,4,12,0,0,1,12,0
python_func_891,"def add(a, b): return a + b",python,4,3,12,0,1,0,12,0
go_func_892,"func add(a int, b int) int { return a + b }",go,2,1,12,0,1,1,12,0
cpp_func_893,"int divide(int a, int b) { return a / b; }",cpp,2,4,11,0,1,1,11,1
rust_func_894,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,4,1,12,0,0,1,12,1
c_func_895,"int divide(int a, int b) { return a / b; }",c,3,1,11,0,1,1,11,1
c_func_896,"int add(int a, int b) { return a + b; }",c,2,4,11,0,1,1,11,0
cpp_func_897,"int add(int a, int b) { return a + b; }",cpp,5,3,11,0,1,1,11,0
python_func_898,"def add(a, b): return a + b",python,1,3,12,0,1,0,12,0
c_func_899,"int add(int a, int b) { return a + b; }",c,4,3,11,0,1,1,11,0
c_func_900,"int add(int a, int b) { return a + b; }",c,2,1,11,0,1,1,11,0
cpp_func_901,"int add(int a, int b) { return a + b; }",cpp,4,1,11,0,1,1,11,0
cpp_func_902,"int add(int a, int b) { return a + b; }",cpp,6,5,11,0,1,1,11,0
cpp_func_903,"int divide(int a, int b) { return a / b; }",cpp,5,1,11,0,1,1,11,1
go_func_904,"func divide(a int, b int) int { return a / b }",go,4,2,12,0,1,1,12,1
c_func_905,"int divide(int a, int b) { return a / b; }",c,3,5,11,0,1,1,11,1
javascript_func_906,"function add(a, b) { return a + b; }",javascript,1,3,9,0,1,1,9,0
c_func_907,"int divide(int a, int b) { return a / b; }",c,2,1,11,0,1,1,11,1
java_func_908,"public int add(int a, int b) { return a + b; }",java,3,2,12,0,1,1,12,0
java_func_909,"public int add(int a, int b) { return a + b; }",java,2,3,12,0,1,1,12,0
javascript_func_910,"function divide(a, b) { return a / b; }",javascript,3,3,9,0,1,1,9,1
java_func_911,"public int divide(int a, int b) { return a / b; }",java,5,2,12,0,1,1,12,1
go_func_912,"func divide(a int, b int) int { return a / b }",go,1,3,12,0,1,1,12,1
go_func_913,"func divide(a int, b int) int { return a / b }",go,3,4,12,0,1,1,12,1
cpp_func_914,"int add(int a, int b) { return a + b; }",cpp,4,5,11,0,1,1,11,0
go_func_915,"func add(a int, b int) int { return a + b }",go,5,2,12,0,1,1,12,0
java_func_916,"public int add(int a, int b) { return a + b; }",java,2,3,12,0,1,1,12,0
go_func_917,"func add(a int, b int) int { return a + b }",go,6,5,12,0,1,1,12,0
python_func_918,"def add(a, b): return a + b",python,2,3,12,0,1,0,12,0
java_func_919,"public int add(int a, int b) { return a + b; }",java,2,1,12,0,1,1,12,0
go_func_920,"func add(a int, b int) int { return a + b }",go,4,3,12,0,1,1,12,0
javascript_func_921,"function divide(a, b) { return a / b; }",javascript,1,1,9,0,1,1,9,1
python_func_922,def read_file(name): file = open(name); return file.read(),python,4,1,18,0,1,2,18,1
cpp_func_923,"int add(int a, int b) { return a + b; }",cpp,5,3,11,0,1,1,11,0
go_func_924,"func divide(a int, b int) int { return a / b }",go,6,5,12,0,1,1,12,1
javascript_func_925,"function add(a, b) { return a + b; }",javascript,6,4,9,0,1,1,9,0
c_func_926,"int divide(int a, int b) { return a / b; }",c,3,2,11,0,1,1,11,1
rust_func_927,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,5,4,12,0,0,1,12,0
cpp_func_928,"int divide(int a, int b) { return a / b; }",cpp,1,3,11,0,1,1,11,1
c_func_929,"int divide(int a, int b) { return a / b; }",c,3,2,11,0,1,1,11,1
javascript_func_930,"function add(a, b) { return a + b; }",javascript,1,3,9,0,1,1,9,0
cpp_func_931,"int add(int a, int b) { return a + b; }",cpp,6,1,11,0,1,1,11,0
java_func_932,"public int add(int a, int b) { return a + b; }",java,4,4,12,0,1,1,12,0
go_func_933,"func add(a int, b int) int { return a + b }",go,2,3,12,0,1,1,12,0
rust_func_934,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,4,5,12,0,0,1,12,1
go_func_935,"func add(a int, b int) int { return a + b }",go,1,3,12,0,1,1,12,0
rust_func_936,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,6,2,12,0,0,1,12,1
cpp_func_937,"int divide(int a, int b) { return a / b; }",cpp,2,1,11,0,1,1,11,1
rust_func_938,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,4,1,12,0,0,1,12,0
javascript_func_939,"function add(a, b) { return a + b; }",javascript,1,5,9,0,1,1,9,0
c_func_940,"int divide(int a, int b) { return a / b; }",c,3,2,11,0,1,1,11,1
rust_func_941,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,3,1,12,0,0,1,12,0
python_func_942,def read_file(name): file = open(name); return file.read(),python,1,2,18,0,1,2,18,1
javascript_func_943,"function add(a, b) { return a + b; }",javascript,1,3,9,0,1,1,9,0
javascript_func_944,"function add(a, b) { return a + b; }",javascript,3,3,9,0,1,1,9,0
python_func_945,def read_file(name): file = open(name); return file.read(),python,5,2,18,0,1,2,18,1
rust_func_946,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,3,1,12,0,0,1,12,0
rust_func_947,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,5,2,12,0,0,1,12,1
go_func_948,"func divide(a int, b int) int { return a / b }",go,2,5,12,0,1,1,12,1
java_func_949,"public int divide(int a, int b) { return a / b; }",java,6,2,12,0,1,1,12,1
rust_func_950,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,5,2,12,0,0,1,12,1
rust_func_951,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,3,2,12,0,0,1,12,0
javascript_func_952,"function add(a, b) { return a + b; }",javascript,4,5,9,0,1,1,9,0
c_func_953,"int add(int a, int b) { return a + b; }",c,4,3,11,0,1,1,11,0
javascript_func_954,"function divide(a, b) { return a / b; }",javascript,6,5,9,0,1,1,9,1
rust_func_955,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,3,4,12,0,0,1,12,0
javascript_func_956,"function add(a, b) { return a + b; }",javascript,3,4,9,0,1,1,9,0
javascript_func_957,"function divide(a, b) { return a / b; }",javascript,2,4,9,0,1,1,9,1
go_func_958,"func add(a int, b int) int { return a + b }",go,1,3,12,0,1,1,12,0
cpp_func_959,"int divide(int a, int b) { return a / b; }",cpp,5,5,11,0,1,1,11,1
cpp_func_960,"int divide(int a, int b) { return a / b; }",cpp,4,3,11,0,1,1,11,1
cpp_func_961,"int divide(int a, int b) { return a / b; }",cpp,6,1,11,0,1,1,11,1
c_func_962,"int add(int a, int b) { return a + b; }",c,3,1,11,0,1,1,11,0
c_func_963,"int divide(int a, int b) { return a / b; }",c,6,2,11,0,1,1,11,1
c_func_964,"int add(int a, int b) { return a + b; }",c,1,2,11,0,1,1,11,0
go_func_965,"func add(a int, b int) int { return a + b }",go,4,1,12,0,1,1,12,0
javascript_func_966,"function divide(a, b) { return a / b; }",javascript,2,1,9,0,1,1,9,1
rust_func_967,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,1,4,12,0,0,1,12,0
go_func_968,"func add(a int, b int) int { return a + b }",go,3,3,12,0,1,1,12,0
c_func_969,"int divide(int a, int b) { return a / b; }",c,6,2,11,0,1,1,11,1
rust_func_970,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,1,5,12,0,0,1,12,1
javascript_func_971,"function add(a, b) { return a + b; }",javascript,2,4,9,0,1,1,9,0
cpp_func_972,"int add(int a, int b) { return a + b; }",cpp,6,4,11,0,1,1,11,0
java_func_973,"public int divide(int a, int b) { return a / b; }",java,3,3,12,0,1,1,12,1
c_func_974,"int divide(int a, int b) { return a / b; }",c,3,4,11,0,1,1,11,1
python_func_975,def read_file(name): file = open(name); return file.read(),python,6,3,18,0,1,2,18,1
rust_func_976,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,3,4,12,0,0,1,12,1
go_func_977,"func divide(a int, b int) int { return a / b }",go,5,4,12,0,1,1,12,1
c_func_978,"int add(int a, int b) { return a + b; }",c,2,4,11,0,1,1,11,0
rust_func_979,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,4,5,12,0,0,1,12,1
go_func_980,"func add(a int, b int) int { return a + b }",go,4,3,12,0,1,1,12,0
java_func_981,"public int divide(int a, int b) { return a / b; }",java,5,1,12,0,1,1,12,1
go_func_982,"func divide(a int, b int) int { return a / b }",go,6,3,12,0,1,1,12,1
go_func_983,"func add(a int, b int) int { return a + b }",go,3,2,12,0,1,1,12,0
java_func_984,"public int divide(int a, int b) { return a / b; }",java,6,3,12,0,1,1,12,1
python_func_985,def read_file(name): file = open(name); return file.read(),python,3,4,18,0,1,2,18,1
rust_func_986,"fn add(a: i32, b: i32) -> i32 { a + b }",rust,2,1,12,0,0,1,12,0
rust_func_987,"fn divide(a: i32, b: i32) -> i32 { a / b }",rust,6,4,12,0,0,1,12,1
python_func_988,"def add(a, b): return a + b",python,6,1,12,0,1,0,12,0
go_func_989,"func divide(a int, b int) int { return a / b }",go,1,3,12,0,1,1,12,1
cpp_func_990,"int divide(int a, int b) { return a / b; }",cpp,3,2,11,0,1,1,11,1
cpp_func_991,"int divide(int a, int b) { return a / b; }",cpp,6,5,11,0,1,1,11,1
c_func_992,"int add(int a, int b) { return a + b; }",c,4,1,11,0,1,1,11,0
javascript_func_993,"function add(a, b) { return a + b; }",javascript,2,2,9,0,1,1,9,0
javascript_func_994,"function add(a, b) { return a + b; }",javascript,3,5,9,0,1,1,9,0
go_func_995,"func add(a int, b int) int { return a + b }",go,6,2,12,0,1,1,12,0
c_func_996,"int divide(int a, int b) { return a / b; }",c,1,5,11,0,1,1,11,1
c_func_997,"int add(int a, int b) { return a + b; }",c,1,1,11,0,1,1,11,0
javascript_func_998,"function add(a, b) { return a + b; }",javascript,4,4,9,0,1,1,9,0
c_func_999,"int add(int a, int b) { return a + b; }",c,3,2,11,0,1,1,11,0
